item1,item2,sim
i229,i453,0.02962962962962963
i229,i88,0.02962962962962963
i229,i234,0.02962962962962963
i229,i301,0.02962962962962963
i229,i397,0.02962962962962963
i379,i562,0.02962962962962963
i229,i497,0.02962962962962963
i267,i68,0.02962962962962963
i195,i233,0.02962962962962963
i267,i138,0.02962962962962963
i379,i1,0.02962962962962963
i267,i454,0.02962962962962963
i229,i480,0.02962962962962963
i229,i328,0.02962962962962963
i229,i138,0.02962962962962963
i229,i127,0.02962962962962963
i365,i73,0.02962962962962963
i195,i497,0.02962962962962963
i356,i79,0.02962962962962963
i356,i327,0.02962962962962963
i365,i240,0.02962962962962963
i365,i497,0.02962962962962963
i277,i327,0.02962962962962963
i240,i453,0.02962962962962963
i327,i397,0.02962962962962963
i327,i118,0.02962962962962963
i327,i527,0.02962962962962963
i327,i104,0.02962962962962963
i327,i222,0.02962962962962963
i327,i466,0.02962962962962963
i327,i460,0.02962962962962963
i327,i441,0.02962962962962963
i484,i68,0.02962962962962963
i327,i302,0.02962962962962963
i327,i232,0.02962962962962963
i327,i85,0.02962962962962963
i229,i67,0.02962962962962963
i327,i450,0.02962962962962963
i365,i233,0.02962962962962963
i557,i327,0.02962962962962963
i229,i47,0.02962962962962963
i119,i79,0.02962962962962963
i229,i174,0.02962962962962963
i229,i365,0.02962962962962963
i229,i261,0.02962962962962963
i229,i259,0.02962962962962963
i119,i327,0.02962962962962963
i202,i73,0.02962962962962963
i202,i549,0.02962962962962963
i512,i497,0.02962962962962963
i562,i202,0.02962962962962963
i512,i562,0.02962962962962963
i195,i229,0.02962962962962963
i512,i136,0.02962962962962963
i512,i229,0.02962962962962963
i512,i183,0.02962962962962963
i484,i67,0.02962962962962963
i562,i508,0.02962962962962963
i242,i68,0.02962962962962963
i562,i5,0.02962962962962963
i461,i375,0.02962962962962963
i512,i549,0.02962962962962963
i484,i174,0.02962962962962963
i484,i386,0.02962962962962963
i461,i366,0.02962962962962963
i562,i47,0.02962962962962963
i512,i240,0.02962962962962963
i512,i73,0.02962962962962963
i484,i88,0.02962962962962963
i461,i73,0.02962962962962963
i484,i224,0.02962962962962963
i549,i461,0.02962962962962963
i484,i397,0.02962962962962963
i484,i407,0.02962962962962963
i486,i229,0.02962962962962963
i240,i88,0.02962962962962963
i229,i92,0.02962962962962963
i240,i234,0.02962962962962963
i240,i301,0.02962962962962963
i365,i549,0.02962962962962963
i354,i73,0.02962962962962963
i229,i170,0.02962962962962963
i130,i73,0.02962962962962963
i486,i233,0.02962962962962963
i240,i547,0.02962962962962963
i240,i328,0.02962962962962963
i240,i138,0.02962962962962963
i240,i127,0.02962962962962963
i486,i484,0.02962962962962963
i195,i549,0.02962962962962963
i240,i170,0.02962962962962963
i240,i92,0.02962962962962963
i486,i1,0.02962962962962963
i51,i1,0.02962962962962963
i130,i549,0.02962962962962963
i486,i497,0.02962962962962963
i484,i430,0.02962962962962963
i486,i549,0.02962962962962963
i484,i47,0.02962962962962963
i130,i515,0.02962962962962963
i174,i549,0.02962962962962963
i562,i552,0.02962962962962963
i388,i327,0.02962962962962963
i16,i338,0.02962962962962963
i178,i233,0.02962962962962963
i216,i327,0.02962962962962963
i516,i79,0.02962962962962963
i117,i1,0.02962962962962963
i532,i1,0.02962962962962963
i117,i375,0.02962962962962963
i117,i366,0.02962962962962963
i261,i240,0.02962962962962963
i366,i68,0.02962962962962963
i366,i127,0.02962962962962963
i366,i138,0.02962962962962963
i366,i328,0.02962962962962963
i117,i240,0.02962962962962963
i366,i547,0.02962962962962963
i261,i497,0.02962962962962963
i10,i327,0.02962962962962963
i65,i68,0.02962962962962963
i65,i127,0.02962962962962963
i65,i138,0.02962962962962963
i117,i183,0.02962962962962963
i16,i454,0.02962962962962963
i16,i413,0.02962962962962963
i16,i127,0.02962962962962963
i547,i1,0.02962962962962963
i176,i461,0.02962962962962963
i176,i549,0.02962962962962963
i176,i259,0.02962962962962963
i176,i261,0.02962962962962963
i176,i174,0.02962962962962963
i454,i233,0.02962962962962963
i176,i5,0.02962962962962963
i176,i430,0.02962962962962963
i176,i212,0.02962962962962963
i375,i68,0.02962962962962963
i16,i100,0.02962962962962963
i375,i127,0.02962962962962963
i375,i138,0.02962962962962963
i375,i547,0.02962962962962963
i553,i16,0.02962962962962963
i167,i138,0.02962962962962963
i436,i1,0.02962962962962963
i16,i68,0.02962962962962963
i16,i92,0.02962962962962963
i16,i243,0.02962962962962963
i117,i484,0.02962962962962963
i24,i183,0.02962962962962963
i197,i327,0.02962962962962963
i165,i375,0.02962962962962963
i165,i183,0.02962962962962963
i254,i397,0.02962962962962963
i22,i328,0.02962962962962963
i22,i243,0.02962962962962963
i165,i549,0.02962962962962963
i22,i68,0.02962962962962963
i562,i170,0.02962962962962963
i165,i73,0.02962962962962963
i165,i366,0.02962962962962963
i259,i240,0.02962962962962963
i165,i176,0.02962962962962963
i254,i461,0.02962962962962963
i254,i259,0.02962962962962963
i259,i497,0.02962962962962963
i259,i233,0.02962962962962963
i254,i130,0.02962962962962963
i514,i254,0.02962962962962963
i514,i176,0.02962962962962963
i514,i549,0.02962962962962963
i514,i73,0.02962962962962963
i165,i484,0.02962962962962963
i22,i69,0.02962962962962963
i497,i92,0.02962962962962963
i430,i240,0.02962962962962963
i497,i170,0.02962962962962963
i497,i127,0.02962962962962963
i497,i138,0.02962962962962963
i497,i328,0.02962962962962963
i430,i233,0.02962962962962963
i430,i1,0.02962962962962963
i430,i375,0.02962962962962963
i430,i16,0.02962962962962963
i430,i366,0.02962962962962963
i430,i549,0.02962962962962963
i165,i562,0.02962962962962963
i261,i233,0.02962962962962963
i397,i515,0.02962962962962963
i397,i233,0.02962962962962963
i397,i497,0.02962962962962963
i22,i261,0.02962962962962963
i22,i234,0.02962962962962963
i22,i301,0.02962962962962963
i165,i435,0.02962962962962963
i165,i254,0.02962962962962963
i176,i55,0.02962962962962963
i176,i73,0.02962962962962963
i514,i167,0.02962962962962963
i176,i7,0.02962962962962963
i154,i549,0.02962962962962963
i212,i1,0.02962962962962963
i47,i73,0.02962962962962963
i79,i397,0.02962962962962963
i154,i1,0.02962962962962963
i323,i515,0.02962962962962963
i47,i497,0.02962962962962963
i212,i549,0.02962962962962963
i233,i68,0.02962962962962963
i233,i170,0.02962962962962963
i233,i243,0.02962962962962963
i47,i16,0.02962962962962963
i329,i233,0.02962962962962963
i47,i1,0.02962962962962963
i79,i232,0.02962962962962963
i79,i395,0.02962962962962963
i79,i302,0.02962962962962963
i79,i441,0.02962962962962963
i100,i233,0.02962962962962963
i79,i393,0.02962962962962963
i79,i466,0.02962962962962963
i79,i85,0.02962962962962963
i154,i176,0.02962962962962963
i154,i562,0.02962962962962963
i515,i14,0.02962962962962963
i79,i388,0.02962962962962963
i79,i61,0.02962962962962963
i79,i530,0.02962962962962963
i79,i71,0.02962962962962963
i79,i557,0.02962962962962963
i79,i414,0.02962962962962963
i79,i277,0.02962962962962963
i79,i54,0.02962962962962963
i79,i385,0.02962962962962963
i79,i410,0.02962962962962963
i154,i435,0.02962962962962963
i79,i273,0.02962962962962963
i552,i515,0.02962962962962963
i79,i140,0.02962962962962963
i508,i1,0.02962962962962963
i508,i73,0.02962962962962963
i508,i22,0.02962962962962963
i332,i367,0.02962962962962963
i332,i202,0.02962962962962963
i79,i457,0.02962962962962963
i79,i222,0.02962962962962963
i79,i425,0.02962962962962963
i79,i104,0.02962962962962963
i176,i329,0.02962962962962963
i328,i233,0.02962962962962963
i462,i68,0.02962962962962963
i176,i68,0.02962962962962963
i177,i183,0.02962962962962963
i176,i92,0.02962962962962963
i176,i64,0.02962962962962963
i176,i243,0.02962962962962963
i5,i233,0.02962962962962963
i176,i77,0.02962962962962963
i176,i100,0.02962962962962963
i462,i138,0.02962962962962963
i176,i138,0.02962962962962963
i176,i413,0.02962962962962963
i176,i454,0.02962962962962963
i176,i436,0.02962962962962963
i176,i178,0.02962962962962963
i176,i554,0.02962962962962963
i176,i397,0.02962962962962963
i176,i301,0.02962962962962963
i176,i224,0.02962962962962963
i462,i127,0.02962962962962963
i328,i515,0.02962962962962963
i79,i527,0.02962962962962963
i353,i79,0.02962962962962963
i367,i233,0.02962962962962963
i367,i16,0.02962962962962963
i79,i518,0.02962962962962963
i79,i118,0.02962962962962963
i367,i73,0.02962962962962963
i367,i549,0.02962962962962963
i367,i267,0.02962962962962963
i367,i183,0.02962962962962963
i407,i549,0.02962962962962963
i1,i64,0.02962962962962963
i462,i88,0.02962962962962963
i1,i323,0.02962962962962963
i1,i390,0.02962962962962963
i1,i35,0.02962962962962963
i1,i315,0.02962962962962963
i84,i1,0.02962962962962963
i138,i233,0.02962962962962963
i407,i1,0.02962962962962963
i413,i233,0.02962962962962963
i462,i174,0.02962962962962963
i514,i366,0.02962962962962963
i165,i240,0.02962962962962963
i514,i515,0.02962962962962963
i183,i354,0.02962962962962963
i183,i461,0.02962962962962963
i183,i259,0.02962962962962963
i183,i261,0.02962962962962963
i183,i365,0.02962962962962963
i183,i174,0.02962962962962963
i124,i233,0.02962962962962963
i187,i562,0.02962962962962963
i187,i176,0.02962962962962963
i187,i229,0.02962962962962963
i187,i484,0.02962962962962963
i187,i22,0.02962962962962963
i187,i497,0.02962962962962963
i187,i16,0.02962962962962963
i124,i1,0.02962962962962963
i187,i1,0.02962962962962963
i183,i430,0.02962962962962963
i174,i233,0.02962962962962963
i136,i92,0.02962962962962963
i202,i515,0.02962962962962963
i136,i170,0.02962962962962963
i136,i100,0.02962962962962963
i174,i375,0.02962962962962963
i174,i167,0.02962962962962963
i435,i454,0.02962962962962963
i174,i366,0.02962962962962963
i435,i1,0.02962962962962963
i435,i315,0.02962962962962963
i435,i100,0.02962962962962963
i435,i542,0.02962962962962963
i435,i323,0.02962962962962963
i435,i243,0.02962962962962963
i435,i163,0.02962962962962963
i183,i234,0.02962962962962963
i435,i170,0.02962962962962963
i435,i64,0.02962962962962963
i435,i14,0.02962962962962963
i183,i88,0.02962962962962963
i183,i453,0.02962962962962963
i88,i375,0.02962962962962963
i88,i16,0.02962962962962963
i88,i366,0.02962962962962963
i88,i65,0.02962962962962963
i88,i497,0.02962962962962963
i174,i497,0.02962962962962963
i174,i65,0.02962962962962963
i183,i240,0.02962962962962963
i136,i127,0.02962962962962963
i136,i138,0.02962962962962963
i136,i328,0.02962962962962963
i453,i1,0.02962962962962963
i67,i497,0.02962962962962963
i67,i366,0.02962962962962963
i67,i375,0.02962962962962963
i71,i327,0.02962962962962963
i73,i92,0.02962962962962963
i73,i64,0.02962962962962963
i73,i170,0.02962962962962963
i73,i390,0.02962962962962963
i73,i315,0.02962962962962963
i73,i328,0.02962962962962963
i73,i436,0.02962962962962963
i73,i532,0.02962962962962963
i67,i233,0.02962962962962963
i73,i554,0.02962962962962963
i73,i397,0.02962962962962963
i73,i301,0.02962962962962963
i73,i224,0.02962962962962963
i73,i234,0.02962962962962963
i73,i453,0.02962962962962963
i562,i14,0.02962962962962963
i562,i64,0.02962962962962963
i33,i327,0.02962962962962963
i67,i73,0.02962962962962963
i67,i549,0.02962962962962963
i136,i67,0.02962962962962963
i453,i497,0.02962962962962963
i136,i301,0.02962962962962963
i136,i224,0.02962962962962963
i136,i234,0.02962962962962963
i136,i88,0.02962962962962963
i136,i453,0.02962962962962963
i530,i327,0.02962962962962963
i136,i461,0.02962962962962963
i268,i79,0.02962962962962963
i136,i259,0.02962962962962963
i33,i79,0.02962962962962963
i136,i261,0.02962962962962963
i268,i327,0.02962962962962963
i136,i365,0.02962962962962963
i136,i174,0.02962962962962963
i202,i233,0.02962962962962963
i410,i327,0.02962962962962963
i136,i195,0.02962962962962963
i202,i1,0.02962962962962963
i312,i16,0.02962962962962963
i435,i138,0.02962962962962963
i549,i301,0.02962962962962963
i435,i338,0.02962962962962963
i435,i5,0.02962962962962963
i183,i138,0.02962962962962963
i500,i79,0.02962962962962963
i435,i195,0.02962962962962963
i183,i413,0.02962962962962963
i234,i233,0.02962962962962963
i183,i328,0.02962962962962963
i183,i454,0.02962962962962963
i183,i532,0.02962962962962963
i183,i547,0.02962962962962963
i183,i338,0.02962962962962963
i253,i327,0.02962962962962963
i234,i515,0.02962962962962963
i435,i109,0.02962962962962963
i224,i1,0.02962962962962963
i174,i267,0.02962962962962963
i435,i212,0.02962962962962963
i435,i367,0.02962962962962963
i435,i176,0.02962962962962963
i435,i562,0.02962962962962963
i435,i512,0.02962962962962963
i435,i51,0.02962962962962963
i435,i379,0.02962962962962963
i435,i436,0.02962962962962963
i183,i127,0.02962962962962963
i435,i187,0.02962962962962963
i183,i315,0.02962962962962963
i500,i327,0.02962962962962963
i183,i170,0.02962962962962963
i234,i497,0.02962962962962963
i183,i92,0.02962962962962963
i109,i16,0.02962962962962963
i435,i174,0.02962962962962963
i435,i430,0.02962962962962963
i301,i1,0.02962962962962963
i435,i73,0.02962962962962963
i301,i497,0.02962962962962963
i435,i532,0.02962962962962963
i435,i365,0.02962962962962963
i435,i67,0.02962962962962963
i347,i79,0.02962962962962963
i435,i554,0.02962962962962963
i435,i55,0.02962962962962963
i435,i301,0.02962962962962963
i174,i240,0.02962962962962963
i435,i453,0.02962962962962963
i304,i153,0.029411764705882356
i304,i241,0.029411764705882356
i304,i348,0.029411764705882356
i116,i362,0.029090909090909087
i334,i533,0.029090909090909087
i334,i20,0.029090909090909087
i151,i250,0.029090909090909087
i334,i75,0.029090909090909087
i116,i502,0.029090909090909087
i116,i471,0.029090909090909087
i313,i52,0.029090909090909087
i334,i228,0.029090909090909087
i489,i52,0.029090909090909087
i144,i419,0.029090909090909087
i184,i213,0.029090909090909087
i144,i126,0.029090909090909087
i416,i126,0.029090909090909087
i184,i533,0.029090909090909087
i144,i282,0.029090909090909087
i144,i524,0.029090909090909087
i334,i52,0.029090909090909087
i116,i184,0.029090909090909087
i116,i282,0.029090909090909087
i360,i287,0.029090909090909087
i116,i86,0.029090909090909087
i146,i144,0.029090909090909087
i250,i351,0.029090909090909087
i63,i196,0.029090909090909087
i156,i360,0.029090909090909087
i309,i250,0.029090909090909087
i144,i362,0.029090909090909087
i179,i524,0.029090909090909087
i156,i250,0.029090909090909087
i146,i416,0.029090909090909087
i334,i351,0.029090909090909087
i184,i52,0.029090909090909087
i334,i151,0.029090909090909087
i144,i184,0.029090909090909087
i184,i440,0.029090909090909087
i184,i351,0.029090909090909087
i179,i126,0.029090909090909087
i184,i196,0.029090909090909087
i416,i360,0.029090909090909087
i250,i440,0.029090909090909087
i360,i196,0.029090909090909087
i122,i303,0.029090909090909087
i284,i489,0.029090909090909087
i355,i250,0.029090909090909087
i184,i20,0.029090909090909087
i335,i300,0.029090909090909087
i471,i287,0.029090909090909087
i300,i362,0.029090909090909087
i556,i250,0.029090909090909087
i335,i116,0.029090909090909087
i282,i416,0.029090909090909087
i335,i75,0.029090909090909087
i533,i489,0.029090909090909087
i146,i196,0.029090909090909087
i291,i419,0.029090909090909087
i502,i213,0.029090909090909087
i282,i179,0.029090909090909087
i57,i282,0.029090909090909087
i282,i87,0.029090909090909087
i75,i471,0.029090909090909087
i75,i362,0.029090909090909087
i122,i182,0.029090909090909087
i75,i86,0.029090909090909087
i91,i184,0.029090909090909087
i75,i282,0.029090909090909087
i291,i558,0.029090909090909087
i213,i524,0.029090909090909087
i75,i502,0.029090909090909087
i502,i303,0.029090909090909087
i91,i489,0.029090909090909087
i502,i262,0.029090909090909087
i87,i524,0.029090909090909087
i184,i416,0.029090909090909087
i531,i250,0.029090909090909087
i262,i250,0.029090909090909087
i560,i52,0.029090909090909087
i184,i156,0.029090909090909087
i184,i355,0.029090909090909087
i122,i351,0.029090909090909087
i122,i196,0.029090909090909087
i116,i489,0.029090909090909087
i116,i250,0.029090909090909087
i116,i126,0.029090909090909087
i20,i560,0.029090909090909087
i525,i440,0.029090909090909087
i122,i213,0.029090909090909087
i362,i52,0.029090909090909087
i122,i533,0.029090909090909087
i87,i126,0.029090909090909087
i122,i262,0.029090909090909087
i438,i122,0.029090909090909087
i57,i126,0.029090909090909087
i57,i524,0.029090909090909087
i122,i416,0.029090909090909087
i122,i156,0.029090909090909087
i57,i560,0.029090909090909087
i362,i309,0.029090909090909087
i362,i320,0.029090909090909087
i75,i126,0.029090909090909087
i86,i151,0.029090909090909087
i86,i87,0.029090909090909087
i299,i471,0.029090909090909087
i419,i533,0.029090909090909087
i228,i250,0.029090909090909087
i419,i320,0.029090909090909087
i419,i309,0.029090909090909087
i299,i558,0.029090909090909087
i209,i411,0.028571428571428574
i280,i221,0.028571428571428574
i501,i550,0.028571428571428574
i288,i97,0.028571428571428574
i280,i40,0.028571428571428574
i280,i124,0.028571428571428574
i501,i337,0.028571428571428574
i27,i278,0.028571428571428574
i280,i107,0.028571428571428574
i27,i364,0.028571428571428574
i280,i134,0.028571428571428574
i95,i423,0.028571428571428574
i280,i406,0.028571428571428574
i280,i59,0.028571428571428574
i280,i477,0.028571428571428574
i280,i400,0.028571428571428574
i280,i95,0.028571428571428574
i280,i288,0.028571428571428574
i280,i349,0.028571428571428574
i543,i550,0.028571428571428574
i543,i337,0.028571428571428574
i280,i389,0.028571428571428574
i280,i546,0.028571428571428574
i280,i94,0.028571428571428574
i186,i550,0.028571428571428574
i148,i389,0.028571428571428574
i148,i449,0.028571428571428574
i288,i344,0.028571428571428574
i288,i411,0.028571428571428574
i420,i487,0.028571428571428574
i155,i538,0.028571428571428574
i27,i145,0.028571428571428574
i186,i487,0.028571428571428574
i288,i536,0.028571428571428574
i451,i306,0.028571428571428574
i280,i561,0.028571428571428574
i288,i550,0.028571428571428574
i280,i289,0.028571428571428574
i280,i269,0.028571428571428574
i280,i29,0.028571428571428574
i501,i101,0.028571428571428574
i280,i19,0.028571428571428574
i543,i492,0.028571428571428574
i543,i487,0.028571428571428574
i173,i277,0.028571428571428574
i501,i139,0.028571428571428574
i132,i172,0.028571428571428574
i451,i389,0.028571428571428574
i422,i423,0.028571428571428574
i280,i199,0.028571428571428574
i17,i172,0.028571428571428574
i173,i71,0.028571428571428574
i274,i221,0.028571428571428574
i171,i492,0.028571428571428574
i288,i18,0.028571428571428574
i274,i133,0.028571428571428574
i155,i18,0.028571428571428574
i171,i101,0.028571428571428574
i171,i139,0.028571428571428574
i171,i550,0.028571428571428574
i155,i145,0.028571428571428574
i388,i492,0.028571428571428574
i274,i384,0.028571428571428574
i27,i172,0.028571428571428574
i288,i445,0.028571428571428574
i148,i384,0.028571428571428574
i27,i185,0.028571428571428574
i274,i198,0.028571428571428574
i59,i274,0.028571428571428574
i171,i203,0.028571428571428574
i59,i378,0.028571428571428574
i403,i423,0.028571428571428574
i274,i306,0.028571428571428574
i280,i108,0.028571428571428574
i433,i239,0.028571428571428574
i511,i448,0.028571428571428574
i95,i378,0.028571428571428574
i158,i423,0.028571428571428574
i420,i492,0.028571428571428574
i173,i216,0.028571428571428574
i277,i172,0.028571428571428574
i280,i220,0.028571428571428574
